id,data_reclamacao,canal,texto_reclamacao,produto,status,categoria_oculta_gabarito
REC-2026-00273,2026-06-13,Redes Sociais,"A presente comunicação visa registrar formalmente a profunda insatisfação e a série de transtornos decorrentes da deficiência operacional inerente ao serviço de cartão de crédito oferecido por esta instituição financeira. A situação atual transcende um mero inconveniente, configurando-se em uma falha recorrente que compromete a confiabilidade e a utilidade do produto.

Desde a aquisição do referido cartão, tenho mantido um histórico de pagamentos pontual, buscando usufruir de um instrumento financeiro que deveria facilitar transações, e não as inviabilizar. Contudo, nos últimos meses, tem sido observada uma notável inconsistência na gestão do limite de crédito disponível, culminando em eventos de recusa injustificada de transações, apesar da clara existência de saldo suficiente para a realização das mesmas.

O episódio mais recente e flagrante ocorreu em XX/YY/2024, quando tentei efetuar uma compra de valor R$ ZZZ,XX em um estabelecimento de renome. Para minha surpresa e constrangimento, a transação foi categoricamente negada. Imediatamente, verifiquei o aplicativo da instituição, que indicava um limite disponível significativamente superior ao valor da compra. Tal discrepância gerou uma situação embaraçosa e a interrupção de uma necessidade importante que dependia da concretização daquela transação.

Em resposta à recusa, entrei em contato com o serviço de atendimento ao cliente por duas ocasiões distintas. No primeiro atendimento, a explicação fornecida foi evasiva, mencionando uma possível instabilidade sistêmica, sem oferecer uma solução prática ou imediata. No segundo contato, a justificativa apresentada divergiu consideravelmente, atribuindo a recusa a uma suposta ""análise de segurança"" que, misteriosamente, não foi comunicada previamente e tampouco revertida em tempo hábil para a conclusão da compra. A falta de uniformidade nas informações e a incapacidade de resolver a questão em tempo real são inaceitáveis.

Esta sucessão de falhas não apenas causou um considerável desconforto pessoal e prejuízo em termos de tempo despendido, mas também gerou uma profunda desconfiança na capacidade da instituição em gerir adequadamente os recursos dos seus clientes. A promessa de um serviço financeiro eficiente e confiável não está sendo cumprida, e a cada incidente, a percepção de que o cartão de crédito se tornou um passivo de incertezas, e não um ativo de conveniência, é reforçada.

Espera-se que esta manifestação seja tratada com a seriedade que o caso exige, e que medidas corretivas eficazes sejam implementadas para evitar futuras ocorrências. É imperativo que a instituição garanta a funcionalidade plena de seus produtos e a integridade das informações sobre o limite de crédito, oferecendo um serviço que esteja à altura das expectativas e das necessidades de seus usuários.",Cartão de Crédito,Em análise,Produto/Serviço
REC-2026-00274,2026-08-31,Ouvidoria,"Exijo o cancelamento imediato da minha conta corrente, tô de saco cheio das enrolação. Essa demora é inaceitável e se num for resolvido já, vou acionar o Procon, o Banco Central e meter um processo judicial sem dó. Num admito mais essa situação de jeito nenhum. Assinado, Jorge da Silva.",Conta Corrente,Aberta,Cancelamento
REC-2026-00275,2026-01-30,Redes Sociais,"Impressionante a audácia de debitar valores indevidos na minha conta corrente. Esperava mais, ou menos, dessa gestão ""exemplar"" que ignora o básico do direito bancário.",Conta Corrente,Em análise,Cobrança Indevida
REC-2026-00276,2026-05-11,Ouvidoria,"Estão me cobrando um empréstimo que não fiz, um valor que não é meu! Pelo amor de Deus, me ajudem, essa cobrança indevida está acabando comigo!",Empréstimo,Em análise,Cobrança Indevida
REC-2026-00277,2026-10-02,Ouvidoria,"Ouvidoria, pelo amor de Deus, vcs precisam dar um jeito nessa palhaçada de cobrança indevida no meu cartão de crédito. Eu to PUTO da vida com essa situação.

Faz uns 3 meses ja q vcs tão me cobrando um valor q eu NUNCA gastei. É tipo uns 70 conto todo mês, um tal de 'Serviços Digitais Premium' ou sei lá o q. Eu não assinei nada, não comprei nada disso. E o pior é q essa cobrança vem TODO MÊS, tipo, como se eu fosse besta de pagar uma coisa q não uso. Já liguei umas mil vezes pro atendimento de vcs, pro 0800, pro SAC, pra tudo q é canto. Fico HORAS no telefone, pulando de um atendente pro outro, cada um fala uma coisa diferente, e ninguém resolve meu problema.

Os atendentes falam q vão abrir protocolo, q vão verificar, q o setor responsável vai entrar em contato. Mentira! Ninguém liga, ninguém resolve, a cobrança continua vindo. Meu Deus, q falta de respeito! Eu tenho minhas contas pra pagar, não posso ficar gastando dinheiro com uma coisa q eu não usei. Isso tá me dando um prejuízo do caramba, fora o estresse de ter q ficar ligando e explicando a mesma história toda vez.

É uma sacanagem isso q vcs tão fazendo. Meu limite fica comprometido, eu fico com medo de sujar meu nome por causa de uma cobrança q não é minha. Meu dinheiro não nasce em árvore, e vcs tão agindo de má fé, cobrando um negócio q eu não contratei. Eu quero q essa cobrança seja EXCLUÍDA de uma vez por todas do meu cartão, e quero o estorno de TUDO q já me cobraram indevidamente nesses meses.

Se vcs não resolverem isso AGORA, de verdade, eu vou meter um processo. Eu vou pro Procon, vou pro Banco Central, vou pra justiça, pra tudo q é lugar q eu tiver direito. Não vou ficar aqui de trouxa aceitando essa palhaçada de vcs. Eu tenho todos os protocolos de atendimento, as datas das ligações, tudo registrado. Então é bom vcs darem um jeito nisso antes q a coisa fique pior pro lado de vcs.

Eu quero uma solução definitiva e rápida. Chega de enrolação. Resolvam meu problema e estornem meu dinheiro. Se não resolverem, pode ter certeza q a briga vai ser grande.",Cartão de Crédito,Aberta,Cobrança Indevida
REC-2026-00278,2026-01-21,SAC,É inaceitável essa falha de segurança no MEU empréstimo. Resolvam essa fraude imediatamente; não vou tolerar a incompetência de vocês.,Empréstimo,Aberta,Fraude/Segurança
REC-2026-00279,2026-09-03,Ouvidoria,Solicito revisão urgente de cobrança indevida em minha conta corrente. Não compreendo a origem desta transação.,Conta Corrente,Em análise,Cobrança Indevida
REC-2026-00280,2026-03-02,Redes Sociais,"Venho por meio deste canal, solicitar providências urgentes dianti duma fraude de emprestimo q foi feito no meu nome. Essa situação é inaceitavel e eu exijo q seja dado esclarecimento imediato. Preciso q vcs corrija isso e garanta a seguransa dos meus dados.",Empréstimo,Aberta,Fraude/Segurança
REC-2026-00281,2026-05-03,Banco Central,"É um completo absurdo que um cliente do meu calibre esteja enfrentando tamanho descaso com a minha conta corrente. Minha vida financeira está um caos, completamente travada por falhas que o banco não consegue resolver, e isso é inaceitável para alguém com o meu perfil e histórico. Exijo que o Banco Central tome as providências cabíveis imediatamente para que minha situação seja normalizada, pois não vou tolerar esse tratamento.",Conta Corrente,Em análise,Produto/Serviço
REC-2026-00282,2026-05-14,Banco Central,"ESCUTA AQUI, BANCO CENTRAL! Eu não aguento mais essa palhaçada de banco! Não sei se vocês servem pra alguma coisa, mas vim aqui despejar minha raiva e ver se alguém, pelo amor de Deus, resolve o meu problema, porque o banco onde eu sou cliente acha que sou palhaço!

Eu sou um trabalhador honesto, que rala todo dia pra pagar as contas e dar um mínimo de dignidade pra minha família. Pra piorar, precisei pegar um empréstimo, sabe? Aquela grana que a gente pega pra pagar uma conta urgente que apareceu, ou pra tapar um buraco. Fui lá no meu banco, o tal do Banco X (nem vale a pena dar o nome certo, são todos iguais na hora de ferrar a gente!), e fiz o acordo. Juros altos, claro, porque pobre não tem moleza, mas tudo explicadinho, direitinho, no papel. Pelo menos foi o que me venderam na hora, que tava tudo claro e sem pegadinha.

Aí começa a putaria! Mês passado, fui conferir o extrato – a gente sempre confere pra ver se não tem roubo, e ainda bem que eu fiz isso! O que que eu vejo? Uma cobrança, uma tal de ""Taxa de Manutenção Especial de Empréstimo"", ou sei lá o nome que eles inventaram pra me roubar! Como assim? Essa taxa nunca existiu! NUNCA foi mencionada na hora que eu assinei o contrato! Eu olhei o papel de novo, revirei tudo que é documento que o gerente me deu, e cadê essa taxa? Não tem! É uma cobrança que brotou do inferno pra me ferrar e tirar mais um pouco do meu dinheiro suado!

Fui lá no banco, claro. Fui reclamar, porque não sou de engolir sapo assim. Fui no gerente, que me atendeu com aquela cara de quem tá me fazendo um favor enorme, sabe? Ele disse que ""era uma taxa padrão"", que ""devia estar no contrato em letras miúdas"". Letras miúdas o cacete! Se tivesse, eu teria visto, ou pelo menos *alguém* teria me avisado! Eu fiquei uma hora lá, de pé, quase explodindo de raiva, e ele só me enrolando. Falou que ia ""verificar"", que ""mandava um e-mail"", e até agora nada! N-A-D-A de resolverem! Minha próxima parcela vai vir com essa porcaria de novo e eu não vou pagar! Não vou pagar o que não devo!

Eu já tô com a corda no pescoço! Mal consigo pagar minhas contas, trabalho igual um condenado pra ter o mínimo, e esses bancos vêm com essa safadeza pra tirar mais um trocado da gente? Acham que a gente é burro? Que não sabe ler? Que não sabe fazer conta? É um desrespeito total! Uma falta de vergonha na cara! Eles inventam uma taxa do nada, que nunca foi combinada, e querem que a gente engula seco! Isso é roubo, Banco Central! ROUBO! Não tem outro nome!

Eu quero que essa porcaria de taxa seja TIRADA imediatamente da minha vida! Que eles corrijam essa situação e me devolvam o que já foi cobrado indevidamente! Não é justo! Vocês existem pra fiscalizar essa gente, não é? Pra impedir que eles façam o que bem entendem com o nosso dinheiro e nos passem a perna! Então façam a porra do trabalho de vocês e resolvam isso de uma vez! É o mínimo que eu espero, e espero uma solução, e rápido!

Um cidadão cansado de ser roubado.",Empréstimo,Resolvida,Cobrança Indevida
REC-2026-00283,2026-08-29,Banco Central,"Olha só, Banco Central, eu tô aqui escrevendo porque não aguento mais essa situação. Eu sou um trabalhador, um cidadão comum, que rala o dia inteiro pra ter o mínimo e, do nada, vejo minhas economias sumirem da minha conta corrente por causa de uma fraude. É uma sacanagem, uma falta de respeito que não tem tamanho!

Vou contar a história do jeito que aconteceu, porque o que fizeram comigo não é coisa que se faça. Há umas duas semanas, recebi uma mensagem no celular, parecia ser do meu banco, com aquele logo e tudo. Dizia que tinha uma movimentação estranha na minha conta e que eu precisava clicar num link pra ""confirmar meus dados"" e ""evitar bloqueio"". Eu, na inocência e no susto, porque a gente fica preocupado, né? Cliquei. A página era IGUALZINHA a do banco. Pedi pra entrar com a minha agência e conta, depois a senha, e até um código que chegou por SMS. Burro eu? Talvez. Mas quem deveria me proteger disso é o banco, não é? Eles vivem falando de segurança, de não clicar em link, mas quando a gente clica, o que acontece? A gente é roubado na cara dura!

Em menos de meia hora, recebi umas notificações de transferência PIX que eu NUNCA fiz! Uma pra um tal de ""João da Silva"" (que provavelmente nem existe ou é laranja) de um valor considerável, e outra pra ""Maria Santos"" de outro tanto. Praticamente todo o dinheiro que eu tinha guardado pra pagar o aluguel e as contas do mês sumiu. SUMIU! Eu entrei em choque, meu coração disparou, comecei a tremer. Como assim? Onde está a segurança que o banco tanto promete?

A primeira coisa que fiz foi tentar ligar pro 0800 do banco. Fiquei UMA HORA no telefone, passando de um atendente para outro, cada um me pedindo pra repetir a história. ""Senhor, registre a ocorrência aqui."" ""Senhor, vamos analisar."" Analisar o quê? Que os caras roubaram meu dinheiro na minha frente e o banco não fez nada pra impedir? Falaram que eu tinha que fazer um B.O., que eu fiz imediatamente. Aí me deram um prazo pra ""análise"" que já venceu e NADA. Nem um e-mail, nem uma ligação, nem um sinal de que estão se importando com o meu problema. É um descaso total!

Eu sou um pai de família, tenho meus compromissos. Esse dinheiro não é luxo, é minha subsistência. É o dinheiro do mercado, da escola dos meus filhos, da luz, da água. Como é que eu vou pagar minhas contas agora? O banco tem a obrigação de proteger o meu dinheiro, de ter um sistema de segurança que funcione de verdade. Não é possível que um golpista consiga zerar minha conta tão fácil e o banco vire as costas, como se a culpa fosse só minha. E a responsabilidade do banco, onde fica? Eles não veem essas transferências estranhas, fora do meu perfil de uso? Não tem um alerta? É o cúmulo da incompetência!

Eu tô indignado, com raiva, me sentindo lesado e impotente. Eu quero meu dinheiro de volta, Banco Central. Não é justo eu pagar o pato por uma falha de segurança que o banco deveria ter prevenido. A gente confia nossas economias a eles e, quando mais precisamos, eles lavam as mãos. Isso não pode ficar assim. Exijo uma solução, e rápido!",Conta Corrente,Aberta,Fraude/Segurança
